Voter_ID,Age,Gender,State,Constituency,Income_Level,Voted_Party,Turnout,Employment_Status,Education_Level,Date
4332,37,Male,Kerala,Kochi,High,Party C,No,Employed,Secondary,2019-05-30
4333,83,Other,Kerala,Kochi,Low,Party B,Yes,Self-employed,Secondary,2019-05-14
4334,30,Other,Maharashtra,Pune,Medium,Party B,No,Self-employed,Graduate,2019-04-05
4335,85,Male,Kerala,Thiruvananthapuram,Low,Party B,Yes,Employed,Secondary,2019-04-23
4336,21,Male,Tamil Nadu,Chennai Central,Low,Party C,Yes,Student,Postgraduate,2019-04-13
4337,56,Other,Maharashtra,Pune,Low,Party B,No,Student,Graduate,2019-04-29
4338,82,Other,Bihar,Gaya,High,Party B,Yes,Employed,Secondary,2019-04-10
4339,85,Female,Maharashtra,Mumbai South,Low,Party C,No,Self-employed,Postgraduate,2019-04-19
4340,74,Female,Kerala,Thiruvananthapuram,Low,Party C,Yes,Unemployed,Primary,2019-05-07
4341,74,Male,Kerala,Thiruvananthapuram,High,Party C,No,Student,Postgraduate,2019-05-30
4342,44,Male,Kerala,Thiruvananthapuram,Medium,Party A,Yes,Employed,Graduate,2019-04-25
4343,78,Male,Bihar,Patna Urban,High,Party B,Yes,Employed,Secondary,2019-05-31
4344,69,Female,Kerala,Kozhikode,High,Party A,No,Student,Graduate,2019-05-07
4345,29,Female,Bihar,Muzaffarpur,Low,Party B,Yes,Employed,Secondary,2019-05-31
4346,30,Female,Bihar,Patna Urban,Medium,Party A,No,Student,Secondary,2019-05-19
4347,53,Female,Kerala,Kozhikode,Medium,Party B,Yes,Self-employed,Primary,2019-05-05
4348,66,Male,Maharashtra,Nagpur,Low,Party C,No,Employed,Primary,2019-05-11
4349,57,Other,Bihar,Muzaffarpur,Medium,Party A,Yes,Student,Postgraduate,2019-05-18
4350,25,Male,Bihar,Muzaffarpur,Medium,Party A,No,Student,Primary,2019-05-11
4351,51,Other,Bihar,Gaya,High,Party B,Yes,Employed,Postgraduate,2019-05-28
4352,53,Male,Kerala,Thiruvananthapuram,Low,Party B,No,Student,Graduate,2019-04-21
4353,36,Male,Tamil Nadu,Chennai Central,Medium,Party B,Yes,Unemployed,Graduate,2019-04-10
4354,42,Female,Kerala,Kozhikode,Medium,Party C,No,Employed,Postgraduate,2019-04-05
4355,19,Other,Bihar,Muzaffarpur,Medium,Party A,No,Employed,Secondary,2019-04-16
4356,21,Female,Bihar,Gaya,Medium,Party B,Yes,Self-employed,Graduate,2019-04-15
4357,43,Male,Kerala,Kozhikode,Medium,Party A,No,Student,Graduate,2019-04-23
4358,26,Male,Maharashtra,Pune,High,Party C,Yes,Self-employed,Secondary,2019-04-11
4359,82,Other,Bihar,Patna Urban,High,Party A,No,Unemployed,Primary,2019-05-03
4360,32,Female,Maharashtra,Mumbai South,Medium,Party C,Yes,Employed,Secondary,2019-04-27
4361,60,Male,Tamil Nadu,Chennai Central,Medium,Party A,No,Unemployed,Secondary,2019-04-18
4362,55,Male,Bihar,Patna Urban,Low,Party A,Yes,Self-employed,Primary,2019-05-18
4363,50,Other,Kerala,Thiruvananthapuram,Medium,Party A,Yes,Unemployed,Graduate,2019-04-19
4364,47,Female,Bihar,Muzaffarpur,High,Party B,No,Self-employed,Secondary,2019-05-09
4365,63,Other,Maharashtra,Mumbai South,High,Party A,Yes,Unemployed,Primary,2019-05-04
4366,50,Male,Tamil Nadu,Coimbatore,Medium,Party C,No,Unemployed,Secondary,2019-05-08
4367,58,Male,Bihar,Muzaffarpur,Medium,Party A,No,Student,Primary,2019-04-22
4368,33,Other,Bihar,Gaya,Low,Party A,No,Student,Secondary,2019-04-07
4369,24,Female,Bihar,Muzaffarpur,Medium,Party B,No,Student,Secondary,2019-05-07
4370,27,Female,Bihar,Muzaffarpur,Low,Party B,No,Employed,Primary,2019-04-13
4371,68,Other,Maharashtra,Nagpur,High,Party C,No,Student,Graduate,2019-05-14
4372,79,Female,Tamil Nadu,Chennai Central,Medium,Party C,No,Student,Postgraduate,2019-05-31
4373,35,Male,Bihar,Gaya,Medium,Party B,Yes,Self-employed,Postgraduate,2019-04-17
4374,18,Other,Bihar,Patna Urban,Low,Party C,Yes,Unemployed,Postgraduate,2019-05-04
4375,37,Female,Kerala,Kozhikode,Low,Party C,No,Employed,Graduate,2019-04-14
4376,32,Female,Kerala,Thiruvananthapuram,Low,Party A,No,Self-employed,Postgraduate,2019-04-29
4377,73,Female,Maharashtra,Mumbai South,High,Party B,Yes,Unemployed,Primary,2019-04-28
4378,78,Other,Kerala,Thiruvananthapuram,Low,Party B,No,Unemployed,Graduate,2019-05-24
4379,61,Male,Bihar,Patna Urban,Medium,Party B,No,Unemployed,Secondary,2019-05-19
4380,44,Other,Kerala,Kochi,Medium,Party A,No,Unemployed,Postgraduate,2019-04-03
4381,41,Other,Maharashtra,Mumbai South,High,Party B,Yes,Self-employed,Primary,2019-04-06
4382,80,Other,Bihar,Gaya,Medium,Party B,No,Self-employed,Postgraduate,2019-04-13
4383,22,Female,Tamil Nadu,Madurai,High,Party C,Yes,Student,Postgraduate,2019-05-05
4384,57,Female,Bihar,Muzaffarpur,Medium,Party B,No,Student,Secondary,2019-05-10
4385,22,Other,Tamil Nadu,Chennai Central,Low,Party C,No,Employed,Graduate,2019-05-01
4386,30,Male,Kerala,Thiruvananthapuram,High,Party C,Yes,Self-employed,Primary,2019-05-16
4387,72,Other,Tamil Nadu,Madurai,High,Party B,Yes,Employed,Postgraduate,2019-05-25
4388,82,Other,Kerala,Kochi,High,Party B,No,Employed,Postgraduate,2019-05-31
4389,58,Other,Bihar,Gaya,Medium,Party A,Yes,Student,Secondary,2019-04-20
4390,22,Female,Bihar,Patna Urban,High,Party B,No,Student,Postgraduate,2019-05-30
4391,67,Female,Bihar,Patna Urban,Medium,Party C,Yes,Employed,Secondary,2019-05-24
4392,80,Other,Bihar,Patna Urban,High,Party C,No,Unemployed,Graduate,2019-05-07
4393,69,Male,Bihar,Muzaffarpur,High,Party C,No,Employed,Graduate,2019-05-14
4394,42,Female,Maharashtra,Nagpur,High,Party A,Yes,Self-employed,Secondary,2019-04-30
4395,33,Other,Tamil Nadu,Chennai Central,Medium,Party B,No,Student,Primary,2019-05-02
4396,50,Female,Bihar,Gaya,High,Party C,Yes,Self-employed,Graduate,2019-04-01
4397,52,Male,Bihar,Patna Urban,Medium,Party B,No,Employed,Secondary,2019-04-16
4398,72,Female,Bihar,Patna Urban,Low,Party B,No,Unemployed,Postgraduate,2019-05-04
4399,82,Other,Kerala,Kochi,Medium,Party C,No,Unemployed,Postgraduate,2019-05-30
4400,52,Female,Kerala,Kozhikode,High,Party C,No,Unemployed,Graduate,2019-04-08
4401,42,Female,Tamil Nadu,Coimbatore,Medium,Party C,No,Self-employed,Postgraduate,2019-05-17
4402,77,Other,Maharashtra,Pune,High,Party C,Yes,Student,Primary,2019-05-29
4403,59,Male,Bihar,Muzaffarpur,High,Party C,Yes,Self-employed,Primary,2019-05-21
4404,81,Female,Tamil Nadu,Coimbatore,Low,Party C,No,Unemployed,Postgraduate,2019-04-01
4405,55,Male,Bihar,Gaya,High,Party A,No,Employed,Secondary,2019-04-23
4406,23,Female,Tamil Nadu,Chennai Central,Low,Party A,Yes,Student,Postgraduate,2019-05-25
4407,63,Male,Tamil Nadu,Madurai,Medium,Party A,No,Employed,Secondary,2019-05-27
4408,77,Male,Tamil Nadu,Coimbatore,Medium,Party B,Yes,Self-employed,Primary,2019-04-27
4409,76,Male,Maharashtra,Mumbai South,High,Party C,Yes,Self-employed,Secondary,2019-05-03
4410,70,Female,Bihar,Gaya,Medium,Party A,Yes,Student,Primary,2019-04-10
4411,49,Male,Maharashtra,Nagpur,Medium,Party C,Yes,Employed,Graduate,2019-05-03
4412,52,Female,Maharashtra,Nagpur,Low,Party B,No,Employed,Graduate,2019-04-25
4413,38,Other,Tamil Nadu,Coimbatore,Low,Party C,Yes,Student,Primary,2019-04-26
4414,62,Male,Bihar,Gaya,High,Party A,No,Employed,Secondary,2019-04-17
4415,78,Male,Bihar,Muzaffarpur,Low,Party A,Yes,Employed,Postgraduate,2019-04-25
4416,69,Female,Tamil Nadu,Madurai,Medium,Party C,Yes,Self-employed,Secondary,2019-05-18
4417,38,Other,Kerala,Thiruvananthapuram,High,Party A,No,Self-employed,Secondary,2019-04-22
4418,39,Other,Kerala,Kozhikode,High,Party B,Yes,Student,Primary,2019-04-24
4419,84,Male,Bihar,Patna Urban,Medium,Party B,Yes,Unemployed,Primary,2019-04-15
4420,67,Female,Tamil Nadu,Madurai,Medium,Party B,No,Unemployed,Postgraduate,2019-04-08
4421,21,Female,Maharashtra,Mumbai South,Low,Party C,No,Self-employed,Postgraduate,2019-04-01
4422,65,Male,Maharashtra,Mumbai South,High,Party B,No,Self-employed,Graduate,2019-04-06
4423,61,Other,Kerala,Kochi,High,Party C,No,Unemployed,Graduate,2019-05-06
4424,37,Female,Tamil Nadu,Coimbatore,Low,Party B,No,Employed,Primary,2019-04-25
4425,62,Male,Kerala,Thiruvananthapuram,Medium,Party A,No,Student,Graduate,2019-04-05
4426,84,Female,Kerala,Thiruvananthapuram,High,Party B,Yes,Employed,Secondary,2019-04-30
4427,50,Female,Kerala,Thiruvananthapuram,High,Party C,Yes,Employed,Postgraduate,2019-04-28
4428,43,Female,Kerala,Kochi,Medium,Party A,No,Self-employed,Postgraduate,2019-04-05
4429,73,Female,Maharashtra,Mumbai South,Low,Party A,Yes,Unemployed,Graduate,2019-05-28
4430,83,Male,Tamil Nadu,Chennai Central,Low,Party A,No,Employed,Secondary,2019-05-08
4431,52,Male,Tamil Nadu,Chennai Central,High,Party C,No,Unemployed,Postgraduate,2019-05-20
4432,33,Male,Maharashtra,Pune,Medium,Party C,Yes,Student,Secondary,2019-04-01
4433,20,Female,Bihar,Muzaffarpur,High,Party C,Yes,Self-employed,Primary,2019-05-05
4434,20,Male,Bihar,Gaya,Low,Party B,Yes,Self-employed,Primary,2019-05-06
4435,24,Female,Bihar,Muzaffarpur,Medium,Party C,Yes,Self-employed,Postgraduate,2019-05-22
4436,41,Male,Bihar,Muzaffarpur,Low,Party A,Yes,Student,Postgraduate,2019-05-07
4437,20,Male,Maharashtra,Nagpur,High,Party A,Yes,Self-employed,Postgraduate,2019-04-29
4438,36,Other,Tamil Nadu,Madurai,Low,Party A,No,Unemployed,Postgraduate,2019-05-20
4439,76,Female,Kerala,Kochi,High,Party C,No,Self-employed,Primary,2019-05-25
4440,18,Other,Kerala,Thiruvananthapuram,Low,Party A,Yes,Unemployed,Primary,2019-05-17
4441,73,Female,Maharashtra,Pune,Medium,Party C,No,Student,Primary,2019-05-19
4442,63,Female,Tamil Nadu,Madurai,High,Party C,Yes,Unemployed,Primary,2019-04-19
4443,56,Male,Maharashtra,Mumbai South,High,Party C,No,Self-employed,Primary,2019-04-26
4444,23,Other,Maharashtra,Nagpur,Medium,Party A,No,Unemployed,Secondary,2019-05-20
4445,20,Female,Kerala,Kochi,Low,Party B,No,Student,Graduate,2019-04-07
4446,30,Male,Kerala,Thiruvananthapuram,High,Party C,No,Self-employed,Postgraduate,2019-04-17
4447,68,Male,Maharashtra,Pune,High,Party C,Yes,Self-employed,Secondary,2019-05-07
4448,22,Other,Kerala,Thiruvananthapuram,Low,Party B,No,Self-employed,Secondary,2019-05-14
4449,85,Female,Tamil Nadu,Coimbatore,High,Party C,Yes,Unemployed,Primary,2019-04-28
4450,66,Other,Tamil Nadu,Madurai,Low,Party A,No,Student,Secondary,2019-05-31
4451,38,Male,Tamil Nadu,Madurai,Low,Party B,Yes,Employed,Secondary,2019-05-01
4452,50,Male,Maharashtra,Mumbai South,High,Party A,No,Self-employed,Postgraduate,2019-05-24
4453,35,Other,Bihar,Patna Urban,Low,Party A,No,Student,Primary,2019-05-14
4454,34,Other,Bihar,Gaya,Medium,Party B,Yes,Unemployed,Postgraduate,2019-05-13
4455,76,Male,Maharashtra,Nagpur,Medium,Party C,Yes,Self-employed,Primary,2019-05-27
4456,49,Other,Maharashtra,Pune,Low,Party A,Yes,Unemployed,Secondary,2019-05-18
4457,73,Other,Bihar,Muzaffarpur,High,Party B,No,Employed,Postgraduate,2019-04-28
4458,50,Female,Tamil Nadu,Coimbatore,Medium,Party C,Yes,Employed,Primary,2019-04-06
4459,18,Other,Bihar,Gaya,Low,Party C,No,Unemployed,Postgraduate,2019-05-25
4460,20,Male,Kerala,Thiruvananthapuram,High,Party C,No,Student,Postgraduate,2019-05-21
4461,46,Male,Maharashtra,Pune,High,Party B,Yes,Unemployed,Graduate,2019-04-14
4462,34,Male,Kerala,Kozhikode,Medium,Party A,No,Student,Postgraduate,2019-04-29
4463,76,Female,Kerala,Thiruvananthapuram,Medium,Party B,No,Employed,Secondary,2019-04-07
4464,29,Male,Maharashtra,Mumbai South,Medium,Party C,No,Student,Primary,2019-04-15
4465,85,Male,Tamil Nadu,Chennai Central,High,Party B,No,Self-employed,Secondary,2019-05-22
4466,54,Female,Bihar,Muzaffarpur,Medium,Party C,Yes,Self-employed,Graduate,2019-04-29
4467,67,Other,Tamil Nadu,Chennai Central,High,Party C,Yes,Unemployed,Graduate,2019-04-16
4468,24,Male,Kerala,Kozhikode,Medium,Party B,No,Employed,Postgraduate,2019-05-16
4469,55,Female,Tamil Nadu,Coimbatore,High,Party B,No,Employed,Postgraduate,2019-04-14
4470,28,Male,Tamil Nadu,Coimbatore,High,Party B,No,Self-employed,Secondary,2019-05-16
4471,60,Other,Bihar,Patna Urban,Medium,Party A,Yes,Self-employed,Primary,2019-04-06
4472,45,Female,Maharashtra,Nagpur,Medium,Party C,No,Unemployed,Postgraduate,2019-05-14
4473,66,Female,Kerala,Kozhikode,Medium,Party C,No,Student,Primary,2019-05-16
4474,37,Male,Tamil Nadu,Coimbatore,Low,Party A,Yes,Employed,Primary,2019-04-07
4475,82,Female,Maharashtra,Mumbai South,High,Party B,Yes,Student,Secondary,2019-04-21
4476,80,Female,Bihar,Gaya,High,Party B,Yes,Self-employed,Primary,2019-05-07
4477,30,Other,Tamil Nadu,Madurai,High,Party C,Yes,Employed,Primary,2019-05-16
4478,63,Other,Maharashtra,Pune,High,Party B,Yes,Self-employed,Secondary,2019-05-13
4479,55,Other,Kerala,Thiruvananthapuram,High,Party C,No,Student,Graduate,2019-05-16
4480,56,Other,Kerala,Kozhikode,Low,Party A,No,Employed,Postgraduate,2019-04-08
4481,60,Male,Tamil Nadu,Chennai Central,Low,Party C,Yes,Self-employed,Secondary,2019-05-19
4482,47,Female,Kerala,Thiruvananthapuram,Medium,Party B,No,Student,Postgraduate,2019-04-29
4483,34,Female,Kerala,Thiruvananthapuram,Medium,Party C,No,Self-employed,Primary,2019-04-14
4484,56,Other,Bihar,Patna Urban,High,Party C,No,Employed,Graduate,2019-04-01
4485,27,Other,Tamil Nadu,Madurai,High,Party C,Yes,Employed,Postgraduate,2019-04-06
4486,51,Female,Bihar,Gaya,Medium,Party C,No,Student,Graduate,2019-05-01
4487,29,Female,Kerala,Kozhikode,Low,Party A,No,Unemployed,Graduate,2019-04-25
4488,49,Other,Tamil Nadu,Coimbatore,Low,Party A,Yes,Self-employed,Secondary,2019-04-25
4489,36,Female,Maharashtra,Pune,Medium,Party C,No,Student,Postgraduate,2019-04-14
4490,19,Female,Maharashtra,Pune,High,Party A,Yes,Student,Secondary,2019-05-04
4491,56,Female,Kerala,Kozhikode,Medium,Party B,No,Employed,Secondary,2019-05-14
4492,51,Other,Tamil Nadu,Chennai Central,High,Party C,Yes,Student,Secondary,2019-04-07
4493,74,Female,Tamil Nadu,Chennai Central,Medium,Party C,No,Self-employed,Secondary,2019-05-08
4494,58,Male,Bihar,Muzaffarpur,High,Party C,No,Student,Postgraduate,2019-04-14
4495,68,Male,Bihar,Patna Urban,Medium,Party A,Yes,Employed,Graduate,2019-05-14
4496,51,Male,Bihar,Gaya,Medium,Party C,No,Employed,Graduate,2019-05-24
4497,44,Other,Bihar,Patna Urban,High,Party B,Yes,Student,Secondary,2019-05-09
4498,38,Female,Tamil Nadu,Madurai,High,Party A,No,Student,Postgraduate,2019-04-30
4499,25,Female,Tamil Nadu,Coimbatore,Medium,Party B,Yes,Student,Primary,2019-04-12
4500,30,Female,Tamil Nadu,Coimbatore,Medium,Party C,Yes,Student,Primary,2019-04-04
4501,49,Male,Kerala,Kozhikode,High,Party A,Yes,Unemployed,Postgraduate,2019-05-03
4502,51,Female,Kerala,Thiruvananthapuram,Low,Party A,Yes,Unemployed,Postgraduate,2019-05-19
4503,64,Female,Maharashtra,Mumbai South,Medium,Party A,Yes,Employed,Graduate,2019-04-12
4504,63,Female,Maharashtra,Mumbai South,Low,Party B,No,Self-employed,Graduate,2019-05-06
4505,46,Other,Kerala,Kochi,Medium,Party B,Yes,Self-employed,Postgraduate,2019-05-13
4506,42,Male,Bihar,Gaya,High,Party A,Yes,Unemployed,Secondary,2019-05-22
4507,36,Other,Kerala,Thiruvananthapuram,Medium,Party C,No,Employed,Graduate,2019-05-17
4508,70,Female,Kerala,Thiruvananthapuram,Medium,Party A,No,Self-employed,Postgraduate,2019-04-18
4509,64,Female,Tamil Nadu,Madurai,Low,Party B,Yes,Unemployed,Primary,2019-05-19
4510,63,Other,Bihar,Patna Urban,High,Party A,Yes,Student,Graduate,2019-04-26
4511,21,Other,Maharashtra,Nagpur,High,Party B,Yes,Employed,Graduate,2019-05-04
4512,18,Other,Bihar,Patna Urban,High,Party C,No,Student,Postgraduate,2019-05-22
4513,81,Female,Maharashtra,Nagpur,Low,Party C,Yes,Student,Postgraduate,2019-04-25
4514,55,Female,Kerala,Thiruvananthapuram,Medium,Party A,Yes,Unemployed,Graduate,2019-05-23
4515,53,Other,Tamil Nadu,Madurai,High,Party B,Yes,Unemployed,Postgraduate,2019-05-07
4516,73,Male,Kerala,Kochi,High,Party A,Yes,Self-employed,Primary,2019-04-12
4517,55,Male,Kerala,Thiruvananthapuram,High,Party C,No,Unemployed,Graduate,2019-04-21
4518,39,Male,Bihar,Gaya,High,Party B,Yes,Self-employed,Primary,2019-04-17
4519,71,Male,Tamil Nadu,Chennai Central,High,Party B,No,Unemployed,Primary,2019-04-18
4520,80,Female,Maharashtra,Pune,Low,Party B,No,Employed,Graduate,2019-05-08
4521,29,Female,Bihar,Muzaffarpur,Medium,Party B,Yes,Student,Postgraduate,2019-04-24
4522,74,Other,Kerala,Kozhikode,High,Party C,No,Student,Graduate,2019-05-03
4523,64,Female,Maharashtra,Pune,Low,Party A,Yes,Self-employed,Graduate,2019-04-17
4524,73,Male,Tamil Nadu,Chennai Central,High,Party B,Yes,Self-employed,Postgraduate,2019-04-17
4525,79,Female,Tamil Nadu,Madurai,Low,Party B,Yes,Employed,Secondary,2019-04-15
4526,76,Female,Maharashtra,Pune,Medium,Party B,Yes,Employed,Postgraduate,2019-04-22
4527,46,Male,Maharashtra,Nagpur,High,Party A,Yes,Employed,Primary,2019-04-21
4528,54,Female,Bihar,Gaya,High,Party A,No,Unemployed,Postgraduate,2019-04-21
4529,22,Female,Maharashtra,Nagpur,High,Party C,Yes,Unemployed,Graduate,2019-04-20
4530,70,Male,Kerala,Thiruvananthapuram,High,Party C,No,Employed,Secondary,2019-04-13
4531,25,Female,Kerala,Kochi,Medium,Party A,Yes,Self-employed,Secondary,2019-05-27
4532,78,Female,Maharashtra,Pune,High,Party C,Yes,Student,Secondary,2019-05-03
4533,33,Other,Kerala,Kozhikode,Medium,Party A,No,Student,Graduate,2019-05-11
4534,36,Other,Tamil Nadu,Coimbatore,Medium,Party A,No,Student,Secondary,2019-04-04
4535,46,Other,Tamil Nadu,Madurai,High,Party C,Yes,Student,Postgraduate,2019-04-27
4536,81,Other,Bihar,Muzaffarpur,High,Party B,No,Self-employed,Primary,2019-05-21
4537,55,Female,Bihar,Muzaffarpur,Medium,Party C,Yes,Student,Secondary,2019-05-09
4538,21,Other,Tamil Nadu,Chennai Central,Low,Party A,No,Unemployed,Secondary,2019-05-15
4539,63,Male,Kerala,Thiruvananthapuram,Medium,Party C,Yes,Self-employed,Graduate,2019-04-25
4540,60,Other,Kerala,Kochi,Medium,Party C,Yes,Self-employed,Postgraduate,2019-05-02
4541,76,Female,Bihar,Patna Urban,Medium,Party A,No,Unemployed,Graduate,2019-05-22
4542,29,Other,Maharashtra,Pune,High,Party C,No,Employed,Graduate,2019-04-01
4543,58,Male,Tamil Nadu,Madurai,High,Party C,Yes,Self-employed,Secondary,2019-05-18
4544,79,Male,Tamil Nadu,Madurai,Medium,Party C,Yes,Self-employed,Primary,2019-05-20
4545,21,Female,Tamil Nadu,Coimbatore,Low,Party A,Yes,Student,Postgraduate,2019-04-29
4546,34,Other,Kerala,Kochi,Low,Party B,No,Unemployed,Postgraduate,2019-05-21
4547,79,Other,Bihar,Patna Urban,Medium,Party A,No,Unemployed,Primary,2019-04-19
4548,28,Male,Kerala,Thiruvananthapuram,Medium,Party A,No,Unemployed,Primary,2019-05-26
4549,42,Other,Tamil Nadu,Coimbatore,Low,Party C,No,Unemployed,Primary,2019-04-27
4550,82,Male,Maharashtra,Pune,Medium,Party C,Yes,Student,Postgraduate,2019-04-11
4551,68,Female,Kerala,Kozhikode,Medium,Party C,No,Employed,Postgraduate,2019-05-01
4552,62,Other,Tamil Nadu,Madurai,Medium,Party B,Yes,Self-employed,Graduate,2019-04-07
4553,74,Female,Bihar,Gaya,High,Party A,No,Employed,Graduate,2019-04-03
4554,82,Other,Kerala,Thiruvananthapuram,Low,Party A,No,Self-employed,Postgraduate,2019-04-10
4555,80,Other,Kerala,Thiruvananthapuram,Medium,Party B,No,Unemployed,Primary,2019-05-04
4556,54,Male,Bihar,Patna Urban,Low,Party B,Yes,Self-employed,Primary,2019-05-21
4557,56,Other,Tamil Nadu,Coimbatore,Low,Party A,No,Student,Primary,2019-05-04
4558,32,Male,Bihar,Gaya,Medium,Party C,No,Student,Postgraduate,2019-04-06
4559,54,Male,Kerala,Kozhikode,High,Party B,No,Self-employed,Primary,2019-04-03
4560,60,Other,Bihar,Gaya,Medium,Party A,Yes,Unemployed,Postgraduate,2019-04-02
4561,22,Other,Tamil Nadu,Coimbatore,Medium,Party B,No,Unemployed,Graduate,2019-04-28
4562,82,Male,Maharashtra,Pune,High,Party A,No,Unemployed,Secondary,2019-04-26
4563,35,Male,Maharashtra,Nagpur,Medium,Party B,No,Employed,Postgraduate,2019-04-03
4564,62,Male,Kerala,Kochi,Medium,Party C,Yes,Self-employed,Graduate,2019-05-12
4565,49,Other,Tamil Nadu,Madurai,High,Party A,Yes,Employed,Graduate,2019-04-23
4566,20,Female,Kerala,Kozhikode,High,Party C,No,Student,Secondary,2019-05-24
4567,56,Male,Maharashtra,Mumbai South,High,Party C,No,Employed,Postgraduate,2019-04-04
4568,27,Female,Tamil Nadu,Chennai Central,Low,Party C,Yes,Student,Postgraduate,2019-05-05
4569,20,Male,Bihar,Patna Urban,High,Party C,No,Student,Primary,2019-05-14
4570,30,Female,Kerala,Kozhikode,Low,Party A,No,Self-employed,Graduate,2019-04-17
4571,37,Female,Tamil Nadu,Madurai,Medium,Party A,Yes,Unemployed,Graduate,2019-04-15
4572,34,Female,Tamil Nadu,Chennai Central,Medium,Party C,No,Student,Secondary,2019-05-20
4573,63,Female,Kerala,Kozhikode,High,Party C,No,Student,Graduate,2019-04-24
4574,25,Other,Bihar,Muzaffarpur,High,Party C,No,Employed,Postgraduate,2019-05-28
4575,46,Male,Kerala,Kozhikode,Medium,Party B,Yes,Student,Primary,2019-05-28
4576,66,Male,Maharashtra,Mumbai South,Medium,Party B,No,Employed,Postgraduate,2019-04-22
4577,51,Male,Bihar,Gaya,Medium,Party A,No,Self-employed,Graduate,2019-04-23
4578,71,Other,Kerala,Kozhikode,High,Party B,No,Self-employed,Primary,2019-05-13
4579,77,Other,Bihar,Patna Urban,Low,Party B,No,Student,Secondary,2019-04-02
4580,42,Female,Kerala,Kozhikode,Low,Party C,No,Self-employed,Secondary,2019-04-20
4581,71,Male,Kerala,Thiruvananthapuram,High,Party B,No,Employed,Graduate,2019-04-28
4582,18,Male,Maharashtra,Nagpur,Medium,Party C,Yes,Unemployed,Graduate,2019-04-13
4583,59,Female,Maharashtra,Mumbai South,Medium,Party B,Yes,Unemployed,Secondary,2019-05-23
4584,37,Male,Tamil Nadu,Coimbatore,Low,Party C,No,Employed,Graduate,2019-04-23
4585,63,Female,Bihar,Patna Urban,Low,Party C,No,Unemployed,Postgraduate,2019-04-22
4586,69,Other,Bihar,Gaya,High,Party C,Yes,Self-employed,Secondary,2019-05-15
4587,38,Female,Bihar,Gaya,Low,Party A,No,Unemployed,Secondary,2019-04-20
4588,41,Other,Bihar,Muzaffarpur,High,Party A,No,Employed,Secondary,2019-04-10
4589,38,Female,Tamil Nadu,Madurai,Low,Party A,Yes,Student,Secondary,2019-04-29
4590,72,Female,Tamil Nadu,Coimbatore,Medium,Party B,No,Employed,Graduate,2019-05-19
4591,75,Other,Tamil Nadu,Coimbatore,High,Party B,No,Unemployed,Graduate,2019-04-18
4592,43,Female,Kerala,Kochi,Medium,Party B,No,Unemployed,Postgraduate,2019-04-27
4593,18,Other,Maharashtra,Pune,Medium,Party A,No,Student,Postgraduate,2019-05-12
4594,22,Male,Kerala,Kochi,Low,Party B,Yes,Unemployed,Primary,2019-05-01
4595,19,Female,Tamil Nadu,Coimbatore,Low,Party B,Yes,Unemployed,Secondary,2019-04-13
4596,58,Other,Kerala,Kochi,High,Party A,Yes,Employed,Postgraduate,2019-04-26
4597,19,Male,Maharashtra,Pune,Low,Party B,Yes,Employed,Primary,2019-05-26
4598,85,Other,Kerala,Kozhikode,High,Party C,No,Unemployed,Primary,2019-04-08
4599,48,Other,Maharashtra,Nagpur,Medium,Party C,Yes,Self-employed,Postgraduate,2019-04-16
4600,58,Other,Maharashtra,Mumbai South,Low,Party A,No,Student,Primary,2019-05-03
4601,48,Other,Tamil Nadu,Chennai Central,Medium,Party B,Yes,Self-employed,Postgraduate,2019-04-03
4602,40,Male,Kerala,Thiruvananthapuram,Medium,Party B,Yes,Unemployed,Graduate,2019-04-07
4603,30,Male,Kerala,Thiruvananthapuram,Medium,Party A,No,Unemployed,Primary,2019-04-04
4604,27,Female,Maharashtra,Mumbai South,Medium,Party C,No,Employed,Postgraduate,2019-04-09
4605,79,Other,Bihar,Patna Urban,Medium,Party A,No,Student,Postgraduate,2019-05-30
4606,45,Female,Maharashtra,Mumbai South,High,Party A,No,Unemployed,Primary,2019-04-19
4607,46,Female,Bihar,Gaya,Low,Party A,No,Employed,Graduate,2019-05-19
4608,20,Male,Kerala,Kozhikode,High,Party A,Yes,Employed,Primary,2019-04-22
4609,68,Male,Tamil Nadu,Chennai Central,Medium,Party A,Yes,Self-employed,Postgraduate,2019-04-19
4610,75,Other,Maharashtra,Pune,High,Party C,Yes,Employed,Secondary,2019-04-11
4611,33,Female,Tamil Nadu,Chennai Central,Low,Party A,Yes,Unemployed,Secondary,2019-05-07
4612,40,Female,Tamil Nadu,Coimbatore,Medium,Party A,Yes,Self-employed,Secondary,2019-05-06
4613,65,Female,Maharashtra,Nagpur,Low,Party C,Yes,Student,Graduate,2019-04-24
4614,24,Male,Maharashtra,Nagpur,Medium,Party C,Yes,Self-employed,Postgraduate,2019-04-14
4615,84,Male,Tamil Nadu,Madurai,Medium,Party B,No,Self-employed,Primary,2019-04-18
4616,49,Other,Maharashtra,Pune,Medium,Party B,Yes,Employed,Postgraduate,2019-05-18
4617,24,Other,Tamil Nadu,Chennai Central,Low,Party A,No,Unemployed,Primary,2019-05-11
4618,64,Other,Bihar,Patna Urban,High,Party C,Yes,Self-employed,Secondary,2019-04-14
4619,65,Other,Kerala,Kochi,Medium,Party C,No,Self-employed,Primary,2019-04-08
